time	서부 텍사스 중질유 가격	브랜트유 가격	천연가스 선물	가솔린 선물	난방유 선물	납 선물	주석 99.85% 선물	SHG 아연 99.995% 선물	LME Index	금 선물	은 선물	밀 선물	옥수수 선물	대두 선물	쌀	설탕 선물	커피 선물	오렌지쥬스 선물	돼지 선물	생우 선물	MSCI 선진국 부동산	MSCI 이머징 부동산	영국 Halifax 주택가격(계절조정)	영국 Nationwide 주택가격(계절조정)	북경 주택가격	천진 주택가격	상해 주택가격	광주 주택가격	심천 주택가격	다우존스 Equity REITs	MSCI World REITs	MSCI AC  World REITs	MSCI Europe REITs	Reuter CRB(EW)곡물지수	Reuter CRB(EW)상품선물지수	Reuter CRB(EW)에너지지수	Reuter CRB(EW)산업지수	Reuter CRB(EW)귀금속지수	RJ CRB 상품선물지수	서부 텍사스 중질유 가격 y-y	브랜트유 가격 y-y	천연가스 선물 y-y	가솔린 선물 y-y	난방유 선물 y-y	납 선물 y-y	주석 99.85% 선물 y-y	SHG 아연 99.995% 선물 y-y	LME Index y-y	금 선물 y-y	은 선물 y-y	밀 선물 y-y	옥수수 선물 y-y	대두 선물 y-y	쌀 y-y	설탕 선물 y-y	커피 선물 y-y	오렌지쥬스 선물 y-y	돼지 선물 y-y	생우 선물 y-y	MSCI 선진국 부동산 y-y	MSCI 이머징 부동산 y-y	영국 Halifax 주택가격(계절조정) y-y	영국 Nationwide 주택가격(계절조정) y-y	북경 주택가격 y-y	천진 주택가격 y-y	상해 주택가격 y-y	광주 주택가격 y-y	심천 주택가격 y-y	다우존스 Equity REITs y-y	MSCI World REITs y-y	MSCI AC  World REITs y-y	MSCI Europe REITs y-y	Reuter CRB(EW)곡물지수 y-y	Reuter CRB(EW)상품선물지수 y-y	Reuter CRB(EW)에너지지수 y-y	Reuter CRB(EW)산업지수 y-y	Reuter CRB(EW)귀금속지수 y-y	RJ CRB 상품선물지수 y-y	천연고무 선물	Dram Exchange 지수
2007-10-01	94.5	90.6	8.3	2.3	2.5	3660	16740	2825	3916.6		14.4	808	375.5	1010	11.9	10	121.4	139.5	53.9	94.8	237.3	327	639.8	371.6	117.8	107.3	108.3	107.8	116.8	299.8	1206	1204.7	1098	369.6	454.3	796.8	439.5	739.6	351	61	53.5	10.6	57.2	58	126.3	63.3	-33.1	0.1		17.7	67.3	17.1	60.3	24.9	-13.6	12.1	-30	-17.1	4.9	13.7	117.3	7	9.6	6.4	-0.4	9	-0.9	6.3	-3.4	3.6	3.6	-6.1	45.8	18.3	53.4	16.2	27	14.8	278.4	2827.2
2007-11-01	88.7	88.3	7.3	2.3	2.5	3060	17100	2595	3579.1		14	867	384.5	1080	12.9	9.8	126	137.4	54.9	93.9	219.2	288.8	631.4	368	117.4	107.8	109	107.7	117	271.8	1093.8	1092.6	1002.1	394	451.3	787.4	413.8	731	339.8	40.5	37.3	-17.4	33.4	39.5	84	63.6	-40.7	-7.5		0.3	72.7	2	57.5	29	-21.2	5.2	-32.3	-11	9.5	-0.1	67.9	3.4	6.9	6.4	0	9.1	0.6	6.6	-16	-11.4	-11.4	-19.4	40	10.4	35.7	8.8	14	5.7	258.3	2607
2007-12-01	96	93.9	7.5	2.5	2.6	2550	16425	2370	3393.3		14.8	885	455.5	1199	13.6	10.8	136.2	143.6	57.9	96.3	207.5	280.3	637.8	366.9	117.5	108.1	109.3	106.1	114.3	255.7	1036.5	1035.5	968.7	427	476.1	832.6	418.3	773.6	358.7	57.2	54.2	18.8	54.5	65.5	53.2	42.7	-44	-8.3		15.4	76.6	16.7	75.4	33.8	-7.9	7.9	-28.6	-6.2	6.4	-7.7	48.3	6.4	4.8	6.4	0.3	9.4	-2	3.9	-19.2	-16.5	-16.4	-28.4	53	20.6	54.5	13.4	26.4	16.7	294.2	2661.5
2008-01-01	91.8	92.2	8.1	2.3	2.5	2820	17000	2515	3720.7		16.9	929.5	501.3	1274.5	14.8	12.4	138.2	137.7	58.5	90.9	198	218.9	635.1	365	117.2	108.3	110.1	103.8	112.9	252.8	1002.7	1001.4	1010.3	455	503.3	806	438.7	870.4	369.5	57.8	60.6	5.3	53.8	53.2	68	41.7	-27.7	5.7		25.4	98.8	24.1	77.1	46.7	16.6	17.4	-26	-9.4	0.7	-16.3	22.9	3.5	4.2	6.6	0.9	10.2	-4.7	2.5	-26.2	-22.9	-22.9	-21.2	60.9	27.6	56.9	26.9	36.9	22.7	282	2860.1
2008-02-01	101.8	100.1	9.4	2.6	2.8	3330	18800	2740	4260.3		19.8	1073	546	1522	18	14.3	164.6	126.9	60	93	190.5	236.5	631	363.1	116.5	108	110	102.8	111.7	242.6	980.5	979.2	1023.2	518.9	565.7	882.1	515.5	1007.8	412.8	64.8	61.7	28.3	42.4	59.5	83	43	-21.3	15.2		40.5	126.1	28.4	96.8	76.1	26.2	39.8	-38.1	-11.5	-1.6	-19.6	35.3	1.4	2.8	6.2	0.7	9.9	-6.2	1.6	-27.3	-23.7	-23.7	-21.5	73.1	37.7	51.6	46	51.6	32.1	292.5	2824.5
2008-03-01	101.6	100.3	10.1	2.6	3	2790	20550	2320	4117.2		17.3	929	567.3	1197.3	19.7	11.7	127.4	109.7	57.1	87.4	188.3	209.1	617.8	358.7	116.9	107.8	109.9	102.5	105.7	256.3	1001.3	999.7	1024.6	466.1	516.4	889.5	476.3	921.7	386.9	54.2	47.3	30.7	23.9	62.2	45.3	53.4	-28.7	4.8		29	112.1	51.5	57.3	95.3	18.3	16.6	-42.1	-10.6	-10.4	-21	4.8	-1.7	1.2	6.4	0.4	9.7	-5.6	-4.5	-21.1	-21.7	-21.7	-24.5	69.6	26.7	42.5	26.3	41.7	22.1	277.8	2801.5
2008-04-01	113.5	111.4	10.8	2.9	3.2	2714	23175	2230	4117		16.5	787.3	600.3	1301.8	21.5	10.7	134.6	115.9	73.8	91.7	202.3	228.1	608.4	354.6	116.1	108.1	109.8	101.7	102.6	270.6	1043	1041.4	998	466.3	536.2	982.6	494.9	874.9	409.3	72.7	64.6	37.9	20.1	66	34.7	68.5	-40.6	-4		22.7	62.2	67.7	78.7	115.9	15.3	30.4	-30.2	-2.4	-5.8	-15.6	9.3	-4.2	-0.9	4.9	0.8	9.5	-5.1	-7.8	-16.4	-18.5	-18.5	-23.8	68.1	32.9	52.4	26.5	31.8	30.9	297.8	2887.1
2008-05-01	127.4	127.8	11.7	3.2	3.7	1975	20200	2005	3774.9		16.8	761.5	599.3	1363.5	19.1	10	133.9	108	77.8	96.5	197.8	201.5	594.5	343.6	115.7	108.3	109.6	101.3	101.3	271.6	1020.4	1018.8	945.6	462.1	541.3	1126.1	459.3	901.1	422.2	99	87.8	47.5	43	94.4	-15.3	43.3	-45.7	-9.2		25.5	47.3	53.6	69.1	87.1	7.3	19.7	-28.7	3.6	5.9	-18.1	-10	-6.6	-4.4	4.9	1.3	9.3	-5.4	-9.8	-15.9	-20.4	-20.4	-27	55.8	32.8	80.2	17.6	37.4	35.5	312.2	2961.7
2008-06-01	140	139.8	13.4	3.6	3.9	1790	23450	1932	3984.4		17.4	843.5	724.8	1605	20.2	12	150.9	118.4	71.8	100.6	173.3	157.2	583.6	339.9	114.3	108	108.8	100.3	100.3	240.8	908.5	907	848.8	543.2	596	1210.3	512.7	933.8	462.7	98.1	95.8	97.2	55.9	92.1	-32.7	68.7	-42.3	-0.2		41	44.9	120	88.8	94.5	32.7	35.9	-11	0.8	17.7	-22.5	-34.8	-8.8	-6.4	3.9	1.1	7.8	-6.5	-11.9	-17.8	-22.4	-22.5	-28.3	78.6	45.2	82.8	19	47.5	46.6	340.4	2934.4
2008-07-01	124.1	124	9.1	3	3.4	2210	22200	1902	3792.8		17.8	783.8	587.5	1395.8	16.6	13.9	139.4	106.6	79.6	98.4	174.3	163.6	573.4	333.6	113	107.5	107.3	100.1	98.3	248.4	906.4	904.9	846.4	471	548.9	1067.6	485.2	887.5	416.4	58.6	60.9	47.3	49.2	63.7	-28.8	37	-46.3	-7.7		37.1	24.4	80.4	67.4	59.1	34.8	21.9	-23.9	8.6	3.7	-17.8	-41.3	-11	-8.1	1.3	0.6	5.2	-7.1	-15.3	-7.7	-17.4	-17.4	-23.2	53.8	29.3	57.8	8	35.7	28.5	336.4	2941.9
2008-08-01	115.5	114.1	7.9	3	3.2	1975	20000	1811	3542.9		13.6	779.3	568.3	1332	18.9	12.8	141.9	108.6	68.4	101.8	169.3	146	563.9	327.1	111.7	106.4	105.4	96.7	95.9	252.9	903.4	901.9	809.1	464.4	516.5	996.5	451.1	744.7	391.7	55.9	56.9	45.3	51.5	55.8	-36.5	29.7	-41.8	-7.1		12.8	1.6	75.4	53.5	74.2	34.6	26	-13.2	2.4	8.2	-21.6	-44.8	-12.7	-10.4	-1.6	-0.7	1.6	-10	-18.5	-11.5	-20.8	-20.8	-29.4	39.1	24.9	53.9	7.2	17	26.9	342.8	2889.5
2008-09-01	100.6	98.2	7.4	2.8	2.9	1830	17200	1680	3046.7		12.2	680	487.5	1045	18.9	12.4	130.5	89.2	68.6	98.9	150.7	103.9	556.2	321.1	108.7	105.5	101.9	94.8	89.2	251.4	855.5	854.1	758.7	384	452.4	873.6	378.3	646.1	345.5	23.2	24	8.3	33.3	28	-45.9	11.9	-44.9	-23.1		-11.3	-27.6	30.7	5.4	61	29.3	1.4	-30.9	16.4	2	-34.5	-65.5	-13.4	-12.5	-5.7	-1.6	-4	-12.1	-23.4	-15.4	-28.6	-28.6	-32.1	0.3	1.1	25.3	-15.9	-8.6	3.6	262.7	2636
2008-10-01	67.8	65.3	6.8	1.4	2	1508	13400	1125	2190.4		9.7	536.3	401.5	925.3	15	12	113	76.2	54.8	93.8	111.6	78.2	544.1	317.1	106.9	104.4	99.7	92.6	85	171.4	602	601	546.9	319.9	369.6	588.7	266.4	519.5	268.4	-28.3	-27.9	-18.6	-36.6	-20	-58.8	-20	-60.2	-44.1		-32.3	-33.6	6.9	-8.4	26.9	20.4	-6.9	-45.4	1.7	-1.1	-53	-76.1	-15	-14.7	-9.3	-2.7	-7.9	-14.1	-27.2	-42.8	-50.1	-50.1	-50.2	-13.5	-18.7	-26.1	-39.4	-29.8	-23.5	169.7	2412.2
2008-11-01	54.4	53.5	6.5	1.1	1.7	1103	12300	1210	1931.5		10.2	542.5	349.5	883	13.2	11.9	114.1	74.4	59.5	87.4	96.7	79.6	532.9	316.7	104.2	103.2	98.6	91.2	82	131	497.9	497	456.9	308	361.7	487.1	257.3	562.6	242.2	-38.6	-39.4	-10.8	-49.5	-33.8	-64	-28.1	-53.4	-46		-27.1	-37.4	-9.1	-18.2	2.6	22.1	-9.4	-45.9	8.4	-6.9	-55.9	-72.4	-15.6	-13.9	-11.2	-4.3	-9.5	-15.3	-29.9	-51.8	-54.5	-54.5	-54.4	-21.8	-19.8	-38.1	-37.8	-23	-28.7	125.8	2139
2008-12-01	44.6	45.6	5.6	1	1.4	999	10700	1208	1723.3		11.3	610.8	407	972.3	15.3	11.8	112.1	68.6	60.9	84.5	104	91.8	518.1	308.5	101.4	102.3	98.1	90.6	81.9	150.8	537.8	536.9	473.4	339.1	363.1	425.1	241	609.5	229.5	-53.5	-51.4	-24.9	-59.3	-46.8	-60.8	-34.9	-49	-49.2		-23.8	-31	-10.6	-18.9	13.2	9.1	-17.7	-52.3	5.2	-12.2	-49.9	-67.3	-18.8	-15.9	-13.7	-5.4	-10.2	-14.6	-28.3	-41	-48.1	-48.1	-51.1	-20.6	-23.7	-48.9	-42.4	-21.2	-36	135	2159.7
2009-01-01	41.7	45.9	4.4	1.3	1.5	1120.5	10800	1096.5	1666.3		12.6	568	379	980	11.8	12.7	118.9	72.5	58.6	82	91.6	83.5	530.6	304.6	100.4	102	97.3	91	83.5	124.4	458.6	457.8	405.1	326.3	364.5	437.7	249.8	653	220.4	-54.6	-50.2	-45.3	-45	-42.6	-60.3	-36.5	-56.4	-55.2		-25.9	-38.9	-24.4	-23.1	-20.6	2.5	-13.9	-47.3	0.1	-9.8	-53.7	-61.8	-16.5	-16.6	-14.3	-5.8	-11.6	-12.3	-26	-50.8	-54.3	-54.3	-59.9	-28.3	-27.6	-45.7	-43	-25	-40.4	130.1	2249
2009-02-01	44.8	46.4	4.2	1.3	1.3	1046	10925	1128	1718.8		13.1	510.5	350.8	874.5	12.4	13.5	109.5	69.6	60.9	82.5	75.1	80.3	518.2	299.5	100.1	101.9	97.4	91.1	83.7	98	372.6	372	361.7	296.1	352.5	424.2	238.1	686	211.6	-56	-53.7	-55.2	-51.3	-55.4	-68.6	-41.9	-58.8	-59.7		-33.9	-52.4	-35.8	-42.5	-31.3	-5.6	-33.5	-45.2	1.6	-11.2	-60.6	-66	-17.9	-17.5	-14.1	-5.6	-11.5	-11.4	-25.1	-59.6	-62	-62	-64.7	-42.9	-37.7	-51.9	-53.8	-31.9	-48.7	133.3	2218.5
2009-03-01	49.7	49.2	3.8	1.4	1.3	1270	10400	1320	1906.7		13	532.8	404.8	952	12.4	12.7	115.8	76.3	60.4	83.9	80.1	96.7	510.1	302.4	99.2	101.3	97.3	91.1	87.8	101	386.8	386.1	374.1	322.3	368.8	458.6	269.5	688.8	220.4	-51.1	-50.9	-62.6	-46.5	-55.9	-54.5	-49.4	-43.1	-53.7		-24.9	-42.7	-28.6	-20.5	-37	8.4	-9.1	-30.4	5.7	-4	-57.5	-53.8	-17.4	-15.7	-15.1	-6	-11.5	-11.1	-16.9	-60.6	-61.4	-61.4	-63.5	-30.9	-28.6	-48.4	-43.4	-25.3	-43	148	2250.6
2009-04-01	51.1	50.8	3.4	1.5	1.3	1330	12350	1425	2102.7		12.3	524.3	396.3	1070	12.9	14.1	115	79.4	58.1	87.6	95.9	114.3	500.6	301.9	99.4	101	97.3	93.3	91.2	131.8	467.3	466.5	436.9	330.9	371.6	463.2	309	663.8	222.4	-54.9	-54.4	-68.9	-49.7	-58.6	-51	-46.7	-36.1	-48.9		-25.4	-33.4	-34	-17.8	-39.9	31.9	-14.5	-31.5	-21.2	-4.5	-52.6	-49.9	-17.7	-14.9	-14.4	-6.6	-11.4	-8.3	-11.1	-51.3	-55.2	-55.2	-56.2	-29	-30.7	-52.9	-37.6	-24.1	-45.7	156	2370.8
2009-05-01	66.3	65.5	3.8	1.9	1.6	1570	14300	1567	2260.5		15.6	637.3	436.3	1184	12.3	15.6	137.4	94.2	63.9	81.3	108	144.7	515	304.7	99.4	101	97.7	94.4	93.1	133.9	489.2	488.4	457.2	369.6	393	584.2	329	761	253.1	-47.9	-48.7	-67.2	-40	-55.1	-20.5	-29.2	-21.8	-40.1		-7.3	-16.3	-27.2	-13.2	-35.4	55.5	2.6	-12.8	-17.8	-15.7	-45.4	-28.2	-13.4	-11.3	-14.1	-6.7	-10.9	-6.8	-8.1	-50.7	-52.1	-52.1	-51.7	-20	-27.4	-48.1	-28.4	-15.6	-40.1	159.9	2382.8
2009-06-01	69.9	69.3	3.8	1.9	1.7	1690	14150	1549	2383.7		13.6	511.3	347.8	1226.3	12.2	16.8	117.3	77.5	58.7	82.5	107.4	147.7	512.8	308.1	99.6	101.6	98.8	97.8	93.4	128.1	480.4	479.6	446.5	319.4	398.8	607	333.7	711.3	250	-50.1	-50.4	-71.3	-47	-56	-5.6	-39.7	-19.8	-40.2		-22.1	-39.4	-52	-23.6	-39.5	39.6	-22.3	-34.5	-18.3	-18	-38	-6.1	-12.1	-9.3	-12.9	-5.9	-9.2	-2.5	-6.9	-46.8	-47.1	-47.1	-47.4	-41.2	-33.1	-49.8	-34.9	-23.8	-46	156.5	2309.1
2009-07-01	69.5	71.7	3.7	2	1.8	1879	13500	1750	2732.7		13.9	528.3	339.5	1134	13.8	18.6	127.9	91.3	56	84.7	117.8	155.5	517	312.9	100.8	102.5	99.9	99.9	95.4	141.1	525.6	524.7	512.1	305.6	413.4	621.9	366.1	730.3	257.4	-44	-42.2	-59.9	-32.9	-47.8	-15	-39.2	-8	-28		-21.5	-32.6	-42.2	-18.8	-17	33.6	-8.3	-14.3	-29.6	-13.9	-32.4	-5	-9.8	-6.2	-10.8	-4.7	-6.9	-0.2	-3	-43.2	-42	-42	-39.5	-35.1	-24.7	-41.8	-24.5	-17.7	-38.2	188.8	2507
2009-08-01	70	69.7	3	2	1.8	2107	14050	1881	2966.6		14.9	471	326.3	1100	13.9	24.4	120.9	90.1	48.2	82.7	123.2	138.8	520.9	318.2	102.1	104.5	101.4	104.2	97.7	159.3	585.2	584.3	592.6	296.4	415	606.8	379.2	752.4	253.7	-39.4	-38.9	-62.5	-34	-44.1	6.7	-29.8	3.9	-16.3		9.5	-39.6	-42.6	-17.4	-26.7	91.1	-14.8	-17	-29.6	-18.8	-27.2	-4.9	-7.6	-2.7	-8.6	-1.8	-3.8	7.8	1.9	-37	-35.2	-35.2	-26.8	-36.2	-19.6	-39.1	-15.9	1	-35.2	195	2743.9
2009-09-01	70.6	69.1	4.8	1.7	1.8	2284	14900	1969	2895.8		16.6	457.5	344	927	13.3	24.1	127.8	91.5	50.1	85.6	129.6	143.3	528.5	321	103.6	105.8	103.3	107.3	105	168.7	624.3	623.3	607.3	287.2	430.7	600.1	388.3	807.7	259.4	-29.8	-29.6	-34.9	-37.3	-37.3	24.8	-13.4	17.2	-5		36	-32.7	-29.4	-11.3	-29.5	95.1	-2	2.6	-27	-13.4	-14	37.9	-5	0	-4.7	0.3	1.4	13.2	17.7	-32.9	-27	-27	-20	-25.2	-4.8	-31.3	2.6	25	-24.9	188.4	3091.5
2009-10-01	77	75.2	5	1.9	2	2305	14700	2160	3003.5		16.2	494.3	366	978	14.4	22.2	135.5	111.4	56.7	81.7	128.1	144.7	534	323.3	104.3	106.8	105.6	112.1	108.9	160.7	604.4	603.4	628	305.4	452.7	662.3	414.1	814.1	270.4	13.6	15.1	-25.6	34.8	-1.3	52.9	9.7	92	37.1		67	-7.8	-8.8	5.7	-4.5	84.4	19.9	46.1	3.5	-12.9	14.7	84.9	-1.9	1.9	-2.4	2.3	5.9	21.1	28.1	-6.2	0.4	0.4	14.8	-4.5	22.5	12.5	55.4	56.7	0.7	234	3674.9
2009-11-01	77.3	78.5	4.8	2	2	2345	15200	2322	3159		18.5	567.5	402.8	1060.5	15.3	22.1	141.8	119.3	58.6	83.2	129.2	141.7	540.6	325.3	108	107.4	107.4	114.7	112.6	171	626.5	625.5	617.6	346.4	479.2	678.9	447.2	915.7	277.4	42	46.7	-25.5	74.6	20.6	112.6	23.6	91.9	63.6		81.6	4.6	15.2	20.1	15.8	85.5	24.2	60.5	-1.5	-4.8	33.7	78	1.4	2.7	3.6	4.1	8.9	25.8	37.3	30.5	25.8	25.8	35.2	12.5	32.5	39.4	73.8	62.8	14.5	235.7	3644.7
2009-12-01	79.4	77.9	5.6	2.1	2.1	2432	16950	2560	3403.5		16.8	541.5	414.5	1039.8	14.6	27	136	124	65.6	86	132.9	142.1	544.3	326.9	113.2	111.2	109.2	119.9	114.3	182.3	644.1	643	625.9	334.9	484.4	692.7	461.6	867.6	283.4	77.9	70.9	-0.9	103.6	50.7	143.4	58.4	111.9	97.5		49.3	-11.3	1.8	6.9	-5.1	128.2	21.3	80.9	7.8	1.8	27.8	54.8	5.1	5.9	11.6	8.7	11.3	32.3	39.6	20.9	19.8	19.8	32.2	-1.2	33.4	63	91.5	42.4	23.5	259	3931.8
2010-01-01	72.9	71.5	5.1	1.9	1.9	2025	17200	2110	3125.4		16.2	474	356.5	914	14.2	29.9	131.7	136.1	66.5	85.8	124.9	125.1	545	331.2	116	112.7	110.2	122.4	115.2	172.4	613.1	612.1	588.3	295.1	465.3	637.6	424.4	859.2	265.6	74.9	55.8	16.2	50	30.9	80.7	59.3	92.4	87.6		28.8	-16.5	-5.9	-6.7	20.6	136	10.8	87.7	13.6	4.6	36.4	49.8	2.7	8.7	15.5	10.5	13.3	34.5	38	38.6	33.7	33.7	45.2	-9.6	27.7	45.7	69.9	31.6	20.5	262.7	3858
2010-02-01	79.7	77.6	4.8	2.1	2	2165	17125	2195	3313.3		16.5	506.5	378	951	13.4	24.1	129.1	143.7	72.8	90.3	128.2	131.5	540.3	327.2	116.9	113.5	110.3	122.7	116.1	180.8	624.5	623.5	559.6	314.4	478.3	690.6	475.3	881.3	274.8	78	67.4	14.6	62.3	60	107	56.8	94.6	92.8		26.1	-0.8	7.8	8.7	8.7	79.1	17.9	106.5	19.5	9.4	70.8	63.8	4.3	9.3	16.8	11.4	13.2	34.7	38.7	84.5	67.6	67.6	54.7	6.2	35.7	62.8	99.6	28.5	29.9	284.9	4049.7
2010-03-01	83.8	82.7	3.9	2.3	2.2	2147	18450	2375	3610.2		17.5	450.5	345	941	12.2	16.6	136.2	135.3	73.3	96.6	135.8	139.9	545.1	329.7	119	113.9	111.2	120.3	115.7	198.2	663.1	662	588.3	289.6	467.3	732.2	491.9	918	273.3	68.7	68	2.5	65	61.1	69.1	77.4	79.9	89.3		35	-15.4	-14.8	-1.2	-1.6	30.9	17.6	77.3	21.5	15	69.6	44.7	6.9	9	20	12.4	14.3	32.1	31.8	96.2	71.4	71.4	57.3	-10.1	26.7	59.7	82.5	33.3	24	329.3	4587.7
2010-04-01	86.2	87.4	3.9	2.4	2.3	2230	18250	2285	3512.5		18.6	491.8	366.3	989.5	12.4	15.1	135.2	134.4	89.5	99.9	138.6	131.3	545.6	333.9	121.5	115.6	112	117.3	114.2	211.5	683.2	682.1	555.6	311	481.1	772.2	477	973.5	277.7	68.5	72.1	16.2	62.5	74.1	67.7	47.8	60.4	67		51.2	-6.2	-7.6	-7.5	-4.3	7.1	17.6	69.2	54.1	14.1	44.5	14.9	9	10.6	22.2	14.5	15.1	25.7	25.2	60.5	46.2	46.2	27.2	-6	29.5	66.7	54.4	46.7	24.9	399.9	4338.4
2010-05-01	74	74.7	4.3	2	2	1850	17905	1936	3178.1		18.4	457.8	359	937.8	11.6	14.2	134.3	142.9	81.9	90.5	126.2	123.3	541.2	334.3	122	115.9	111.5	114.5	112	199.2	627.2	626.2	482	290	458.7	657.9	454.2	941.7	254.8	11.6	13.9	13.2	4.6	20.6	17.8	25.2	23.5	40.6		18	-28.2	-17.7	-20.8	-5.8	-8.9	-2.3	51.8	28	11.3	16.9	-14.8	5.1	9.7	22.7	14.8	14.1	21.3	20.3	48.7	28.2	28.2	5.4	-21.5	16.7	12.6	38	23.7	0.7	379.6	4189.9
2010-06-01	75.6	75	4.6	2.1	2	1750	17425	1792.5	3002.3		18.7	464.8	354.3	948.5	9.4	18	164.2	148.3	79.2	91.3	123.7	123	536.2	334.8	121.5	114	109.5	110.1	110.2	188.3	608.9	607.8	486.3	295.8	471.4	661.7	436.5	952.1	258.5	8.2	8.2	20.4	8.6	15.3	3.6	23.1	15.7	26		37.5	-9.1	1.9	-22.7	-22.9	7.3	40	91.3	35	10.6	15.2	-16.8	4.6	8.7	22	12.2	10.8	12.6	18	47	26.8	26.8	8.9	-7.4	18.2	9	30.8	33.9	3.4	343.2	4298.2
2010-07-01	79	78.2	4.9	2.1	2	2077.5	19505	2025	3347.8		18	661.5	392.8	1052.5	10.6	19.6	176.3	146.6	85.8	92.7	134.6	136.4	542.1	333.4	120.1	113.1	108	106.2	107.8	205.9	671.2	670.1	564.2	348.8	499.1	683.9	463.7	931.5	274.4	13.7	9	34.8	3	13.9	10.6	44.5	15.7	22.5		29.1	25.2	15.7	-7.2	-23.3	5.2	37.9	60.6	53.2	9.4	14.2	-12.3	4.9	6.6	19.1	10.3	8.1	6.3	13	46	27.7	27.7	10.2	14.1	20.7	10	26.7	27.5	6.6	304.3	4254
2010-08-01	71.9	74.6	3.8	1.9	2	2070	21000	2065	3352.5		19.4	652.5	424.5	1008	11.1	19.8	176.8	137.6	75.2	97.3	134.4	131.7	545	330.6	118.6	111.7	106.3	104	105.8	202.3	665.8	664.7	544.1	366.1	496.7	639.2	490.7	962	264.2	2.8	7.2	28.2	-4.9	12.1	-1.8	49.5	9.8	13		30.2	38.5	30.1	-8.4	-20	-19	46.2	52.7	56.1	17.6	9.1	-5.1	4.6	3.9	16.2	6.9	4.8	-0.2	8.3	27	13.8	13.8	-8.2	23.5	19.7	5.3	29.4	27.9	4.1	310.4	4156
2010-09-01	80	82.3	3.9	2	2.2	2278	24250	2195	3686.7		21.8	674	495.8	1106.8	12.6	25.3	183.1	157	77.8	96.7	146	139	525.3	330.8	118.2	110.2	104.9	103.2	104.5	210.4	705.7	704.6	618.3	391.6	536.1	706.7	555.8	1044.4	286.9	13.3	19.2	-20	18.5	24.9	-0.3	62.8	11.5	27.3		31	47.3	44.1	19.4	-5.6	4.9	43.2	71.5	55.3	13	12.6	-3	-0.6	3.1	14.1	4.2	1.5	-3.8	-0.5	24.7	13	13	1.8	36.4	24.5	17.8	43.1	29.3	10.6	297.5	4220.2
2010-10-01	81.4	83.2	4	2.1	2.2	2449	25600	2423	3770.3	1357.6	24.6	717.3	582	1226	14.4	29.1	203.5	161.7	66.2	98.9	151.2	142.6	531.8	327.6	117.5	109.4	103.3	101.1	103.5	219.8	733.4	732.2	660	436	566.3	717.2	617.2	1092.7	300.7	5.8	10.6	-20	8.3	12.1	6.2	74.1	12.2	25.5		51.2	45.1	59	25.4	0.4	31.4	50.1	45.2	16.8	21.1	18.1	-1.4	-0.4	1.3	12.7	2.4	-2.2	-9.8	-5	36.8	21.3	21.3	5.1	42.8	25.1	8.3	49.1	34.2	11.2	317.5	4018.5
2010-11-01	84.1	85.9	4.2	2.3	2.3	2230	24495	2112	3736.3	1385	28.2	650.3	530	1243	13.9	27.6	201	149.2	69	103.1	146.4	132.1	531.7	326.1	114.3	109.4	102.3	99.4	102.5	215	705.3	704.1	572.9	421.3	566	740.3	605.7	1161.5	301.4	8.8	9.5	-13.8	13.2	14.8	-4.9	61.2	-9	18.3		52.4	14.6	31.6	17.2	-9.3	24.8	41.8	25.1	17.8	23.9	13.3	-6.8	-1.6	0.2	5.8	1.9	-4.7	-13.3	-9	25.8	12.6	12.6	-7.2	21.6	18.1	9	35.4	26.8	8.7	359.1	3704.6
2010-12-01	91.4	94.8	4.4	2.5	2.5	2550	26900	2454	4213	1421.4	30.9	794.3	629	1393.8	14	32.1	240.5	172.4	79.8	107.9	155.5	136.1	529.7	327.2	109.9	106.8	101.3	100.1	101.6	223.8	746	744.8	630.6	481.5	629.5	813.3	723.8	1234.5	332.8	15.1	21.6	-20.9	19.5	20.1	4.9	58.7	-4.1	23.8		83.7	46.7	51.7	34	-3.9	19.2	76.9	39	21.6	25.5	17	-4.2	-2.7	0.1	-2.9	-4	-7.2	-16.5	-11.1	22.8	15.8	15.8	0.7	43.8	30	17.4	56.8	42.3	17.4	403.6	3558.6
2011-01-01	92.2	101	4.4	2.5	2.7	2510	30100	2427	4321.3	1333.8	28.2	840.8	659.5	1413	15.5	34	244.8	168.6	87.3	109	158.2	128.7	529.5	326.6	106.8	106.7	101.5	100.1	103.1	231.5	766.5	765.2	632.8	503.9	650.8	853.5	777.5	1175.8	341.4	26.5	41.4	-13.9	30.9	44.3	24	75	15	38.3		74.1	77.4	85	54.6	9.2	13.6	85.9	23.8	31.2	27	26.7	2.8	-2.8	-1.4	-7.9	-5.3	-7.9	-18.2	-10.5	34.2	25	25	7.6	70.8	39.9	33.9	83.2	36.9	28.6	478.7	3774.8
